"Date","Height","U.component","V.component","gap","gap_center"
"2004-06-15",0.8261,-0.2134,-0.2848,0.8261,0.8261
"2004-06-16",0.8185,-0.2065,-0.2834,0.8185,0.8185
"2004-06-17",0.8118,-0.19,-0.2756,0.8118,0.8118
"2004-06-18",0.8021,-0.1927,-0.2514,0.8021,0.8021
"2004-06-19",0.7936,-0.194,-0.2369,0.7936,0.7936
"2004-06-20",0.7861,-0.1822,-0.2174,0.7861,0.7861
"2004-06-21",0.7794,-0.1581,-0.1877,0.7794,0.7794
"2004-06-22",0.7692,-0.1311,-0.1731,0.7692,0.7692
"2004-06-23",0.7612,-0.0995,-0.1623,0.7612,0.7612
"2004-06-24",0.7571,-0.0723,-0.1356,0.7571,0.7571
"2004-06-25",0.7501,-0.0568,-0.1378,0.7501,0.7501
"2004-06-26",0.7452,-0.0323,-0.1166,0.7452,0.7452
"2004-06-27",0.7395,0.0146,-0.1061,0.7395,0.7395
"2004-06-28",0.7356,0.0509,-0.0974,0.7356,0.7356
"2004-06-29",0.7333,0.0574,-0.0732,0.7333,0.7333
"2004-06-30",0.7307,0.0715,-0.0635,0.7307,0.7307
"2004-07-01",0.7266,0.0751,-0.0517,0.7266,0.7266
"2004-07-02",0.7233,0.0815,-0.0392,0.7233,0.7233
"2004-07-03",0.7219,0.0719,-0.0327,0.7219,0.7219
"2004-07-04",0.7202,0.0517,-0.0272,0.72093795986505,0.7202
"2004-07-05",0.7183,0.0485,1e-04,0.719991165392525,0.7183
"2004-07-06",0.7166,0.0326,0.0146,0.719059298009924,0.7166
"2004-07-07",0.7131,0.0653,0.0343,0.718142039144748,0.7131
"2004-07-08",0.7137,0.049,0.0531,0.717239070224497,0.7137
"2004-07-09",0.7132,0.057,0.0579,0.716350072676673,0.7132
"2004-07-10",0.7138,0.0493,0.062,0.715474727928777,0.7138
"2004-07-11",0.7135,0.0524,0.0741,0.714612717408308,0.7135
"2004-07-12",0.7136,0.0667,0.0881,0.713763722542767,0.7136
"2004-07-13",0.7166,0.0765,0.0938,0.712927424759655,0.7166
"2004-07-14",0.7223,0.0877,0.0826,0.712103505486473,0.7223
"2004-07-15",0.722,0.0974,0.0786,0.711291646150722,0.722
"2004-07-16",0.7215,0.1269,0.0663,0.710491528179901,0.7215
"2004-07-17",0.7205,0.1725,0.0464,0.709702833001512,0.7205
"2004-07-18",0.7207,0.1999,0.0419,0.708925242043055,0.7207
"2004-07-19",0.7224,0.2324,0.0275,0.708158436732031,0.7224
"2004-07-20",0.7265,0.2468,0.004,0.707402098495941,0.7265
"2004-07-21",0.725,0.2477,0.0051,0.706655908762285,0.725
"2004-07-22",0.7202,0.2298,-0.0057,0.705919548958564,0.7202
"2004-07-23",0.7207,0.2223,-0.0097,0.705192700512278,0.7207
"2004-07-24",0.723,0.2085,-0.0079,0.704475044850928,0.723
"2004-07-25",0.721,0.2066,-0.0081,0.703766263402016,0.721
"2004-07-26",0.7215,0.1983,-0.005,0.70306603759304,0.7215
"2004-07-27",0.7211,0.1848,0.0023,0.702374048851503,0.7211
"2004-07-28",0.7214,0.1784,0.0087,0.701689978604905,0.7214
"2004-07-29",0.7204,0.1768,0.0124,0.701013508280746,0.7204
"2004-07-30",0.7199,0.1704,0.0127,0.700344319306527,0.7199
"2004-07-31",0.7211,0.1627,0.0143,0.699682093109748,0.7211
"2004-08-01",0.7193,0.1687,0.0166,0.699026511117912,0.7193
"2004-08-02",0.7182,0.1817,0.0127,0.698377254758517,0.7182
"2004-08-03",0.7158,0.1829,0.0044,0.697734005459064,0.7158
"2004-08-04",0.7131,0.1723,-0.0104,0.697096444647055,0.7131
"2004-08-05",0.7115,0.1676,-0.0153,0.696464253749991,0.7115
"2004-08-06",0.7089,0.1705,-0.0257,0.69583711419537,0.7089
"2004-08-07",0.7039,0.1596,-0.0342,0.695214707410695,0.7039
"2004-08-08",0.7031,0.161,-0.0239,0.694596714823466,0.7031
"2004-08-09",0.7007,0.1504,-0.0212,0.693982817861183,0.7007
"2004-08-10",0.6974,0.1452,-0.015,0.693372697951347,0.6974
"2004-08-11",0.693,0.1538,-0.0113,0.69276603652146,0.693
"2004-08-12",0.689,0.1585,0.0055,0.69216251499902,0.689
"2004-08-13",0.6869,0.1527,0.0193,0.69156181481153,0.6869
"2004-08-14",0.688,0.1524,0.0357,0.69096361738649,0.688
"2004-08-15",0.6847,0.1561,0.0528,0.6903676041514,0.6847
"2004-08-16",0.6863,0.1609,0.0602,0.689773456533762,0.6863
"2004-08-17",0.6893,0.1601,0.0778,0.689180855961075,0.6893
"2004-08-18",0.6911,0.1671,0.0813,0.68858948386084,0.6911
"2004-08-19",0.6935,0.1648,0.082,0.687999021660558,0.6935
"2004-08-20",0.6973,0.1762,0.0723,0.68740915078773,0.6973
"2004-08-21",0.6992,0.1807,0.062,0.686819552669857,0.6992
"2004-08-22",0.7054,0.1914,0.0548,0.686229908734438,0.7054
"2004-08-23",0.7084,0.1789,0.0513,0.685639900408975,0.7084
"2004-08-24",0.7132,0.1912,0.0347,0.685049209120969,0.7132
"2004-08-25",0.7139,0.2153,0.0094,0.684457516297919,0.7139
"2004-08-26",0.7179,0.2309,0.0014,0.683864503367327,0.7179
"2004-08-27",0.7206,0.2313,-0.0178,0.683269851756693,0.7206
"2004-08-28",0.7249,0.2419,-0.0241,0.682673242893517,0.7249
"2004-08-29",0.7248,0.2525,-0.0401,0.682074358205302,0.7248
"2004-08-30",0.7233,0.2699,-0.0688,0.681472879119546,0.7233
"2004-08-31",0.7229,0.2736,-0.0704,0.680868487063752,0.7229
"2004-09-01",0.7244,0.2783,-0.0812,0.680260863465419,0.7244
"2004-09-02",0.7244,0.2714,-0.0834,0.679649689752048,0.7244
"2004-09-03",0.723,0.2854,-0.0827,0.679034647351139,0.723
"2004-09-04",0.7216,0.2847,-0.0867,0.678415417690194,0.7216
"2004-09-05",0.7188,0.2952,-0.0719,0.677791682196714,0.7188
"2004-09-06",0.72,0.2947,-0.0653,0.677163122298198,0.72
"2004-09-07",0.7188,0.2921,-0.0694,0.676529419422147,0.7188
"2004-09-08",0.7173,0.2888,-0.0694,0.675890254996062,0.7173
"2004-09-09",0.7158,0.2949,-0.0673,0.675245310447444,0.7158
"2004-09-10",0.71,0.2952,-0.0645,0.674594267203793,0.71
"2004-09-11",0.7096,0.2719,-0.0618,0.673936806692611,0.7096
"2004-09-12",0.7075,0.2584,-0.0589,0.673272610341396,0.7075
"2004-09-13",0.7033,0.2453,-0.0679,0.672601359577651,0.7033
"2004-09-14",0.704,0.228,-0.0637,0.671922735828876,0.704
"2004-09-15",0.6989,0.2109,-0.0668,0.671236420522572,0.6989
"2004-09-16",0.6938,0.1972,-0.0665,0.670542095086239,0.6938
"2004-09-17",0.6894,0.1853,-0.0716,0.669839440947377,0.6894
"2004-09-18",0.6866,0.1656,-0.0691,0.669128139533488,0.6866
"2004-09-19",0.6834,0.1633,-0.0773,0.668407872272073,0.6834
"2004-09-20",0.679,0.1451,-0.0694,0.66767832059063,0.679
"2004-09-21",0.6784,0.1315,-0.0625,0.666939165916663,0.6784
"2004-09-22",0.6739,0.1292,-0.0704,0.66619008967767,0.6739
"2004-09-23",0.6701,0.1223,-0.0702,0.665430773301154,0.6701
"2004-09-24",0.6643,0.1317,-0.0698,0.664660898214613,0.6643
"2004-09-25",0.6614,0.1324,-0.0514,0.66388014584555,0.6614
"2004-09-26",0.6585,0.1326,-0.0343,0.663088197621465,0.6585
"2004-09-27",0.6547,0.1408,-0.0328,0.662284734969857,0.6547
"2004-09-28",0.6525,0.1427,-0.0238,0.661469439318229,0.6525
"2004-09-29",0.6505,0.1312,-0.0121,0.66064199209408,0.6505
"2004-09-30",0.6493,0.1369,8e-04,0.659802074724912,0.6493
"2004-10-01",0.6513,0.1227,0.0087,0.658949368638225,0.6513
"2004-10-02",0.651,0.1284,0.0173,0.658083555261519,0.651
"2004-10-03",0.6508,0.1318,0.0156,0.657204316022295,0.6508
"2004-10-04",0.6543,0.1337,0.0264,0.656311332348054,0.6543
"2004-10-05",0.6562,0.1258,0.0349,0.655404285666297,0.6562
"2004-10-06",0.6569,0.1314,0.0265,0.654482857404524,0.6569
"2004-10-07",0.6575,0.1412,0.0228,0.653546728990236,0.6575
"2004-10-08",0.6604,0.1515,0.0292,0.652595581850933,0.6604
"2004-10-09",0.6614,0.1504,0.0339,0.651629097414117,0.6614
"2004-10-10",0.662,0.1472,0.033,0.650646957107287,0.662
"2004-10-11",0.6652,0.1511,0.0133,0.649648842357944,0.6652
"2004-10-12",0.6651,0.1551,0.0131,0.64863443459359,0.6651
"2004-10-13",0.6657,0.1606,0.0108,0.647603415241724,0.6657
"2004-10-14",0.6673,0.1595,0.0113,0.646555465729848,0.6673
"2004-10-15",0.6638,0.1815,0.0139,0.645490267485462,0.6638
"2004-10-16",0.662,0.1847,0.0127,0.644407501936066,0.662
"2004-10-17",0.6617,0.1911,0.0219,0.643306850509162,0.6617
"2004-10-18",0.6611,0.1769,0.0331,0.64218799463225,0.6611
"2004-10-19",0.6621,0.1979,0.0481,0.64105061573283,0.6621
"2004-10-20",0.6632,0.2056,0.0608,0.639894395238403,0.6632
"2004-10-21",0.6587,0.2185,0.0634,0.638719014576471,0.6587
"2004-10-22",0.6566,0.2088,0.0721,0.637524155174533,0.6566
"2004-10-23",0.659,0.2225,0.0894,0.63630949846009,0.659
"2004-10-24",0.6632,0.2169,0.1062,0.635074725860643,0.6632
"2004-10-25",0.6638,0.2239,0.1336,0.633819518803693,0.6638
"2004-10-26",0.6639,0.2406,0.1473,0.63254355871674,0.6639
"2004-10-27",0.6668,0.2513,0.1525,0.631246527027284,0.6668
"2004-10-28",0.6679,0.2763,0.1524,0.629928105162827,0.6679
"2004-10-29",0.672,0.2895,0.1536,0.628587974550869,0.672
"2004-10-30",0.6739,0.3135,0.1551,0.627225816618911,0.6739
"2004-10-31",0.6769,0.3266,0.1421,0.625841312794453,0.6769
"2004-11-01",0.6774,0.324,0.1381,0.624434144504997,0.6774
"2004-11-02",0.6786,0.3373,0.12,0.623003993178042,0.6786
"2004-11-03",0.6777,0.3549,0.1162,0.621550540241089,0.6777
"2004-11-04",0.6728,0.3491,0.0872,0.620073467121639,0.6728
"2004-11-05",0.6704,0.358,0.0727,0.618572455247193,0.6704
"2004-11-06",0.6646,0.3518,0.055,0.617047186045251,0.6646
"2004-11-07",0.6605,0.3502,0.0633,0.615497340943315,0.6605
"2004-11-08",0.6537,0.3581,0.0609,0.613922601368883,0.6537
"2004-11-09",0.6497,0.3399,0.051,0.612322648749458,0.6497
"2004-11-10",0.6459,0.3207,0.0323,0.61069716451254,0.6459
"2004-11-11",0.6376,0.2992,0.0333,0.60904583008563,0.6376
"2004-11-12",0.6335,0.2989,0.0386,0.607368326896227,0.6335
"2004-11-13",0.6256,0.2801,0.0243,0.605664336371834,0.6256
"2004-11-14",0.617,0.2688,0.0329,0.60393353993995,0.617
"2004-11-15",0.6097,0.2626,0.0338,0.602175619028076,0.6097
"2004-11-16",0.6028,0.2715,0.0313,0.600390255063713,0.6028
"2004-11-17",0.5965,0.2763,0.0427,0.598577129474361,0.5965
"2004-11-18",0.5934,0.2758,0.0529,0.596735923687521,0.5934
"2004-11-19",0.5874,0.2838,0.0611,0.594866319130694,0.5874
"2004-11-20",0.5849,0.2928,0.0763,0.592967997231381,0.5849
"2004-11-21",0.5818,0.2963,0.0782,0.591040639417081,0.5818
"2004-11-22",0.5817,0.3199,0.1033,0.589083927115296,0.5817
"2004-11-23",0.5797,0.301,0.0971,0.587097541753527,0.5797
"2004-11-24",0.5754,0.297,0.0907,0.585081164759273,0.5754
"2004-11-25",0.5728,0.2929,0.0893,0.583034477560036,0.5728
"2004-11-26",0.5705,0.2855,0.0847,0.580957161583317,0.5705
"2004-11-27",0.571,0.2665,0.0798,0.578848898256615,0.571
"2004-11-28",0.5709,0.2475,0.0757,0.576709369007432,0.5709
"2004-11-29",0.5705,0.2293,0.0703,0.574538255263268,0.5705
"2004-11-30",0.5707,0.2118,0.058,0.572335238451624,0.5707
"2004-12-01",0.5701,0.1909,0.0492,0.5701,0.5701
"2004-12-02",0.5688,0.1782,0.0377,0.5688,0.5688
"2004-12-03",0.5696,0.1465,0.0243,0.5696,0.5696
"2004-12-04",0.5662,0.1468,0.0237,0.5662,0.5662
"2004-12-05",0.5672,0.1366,0.0223,0.5672,0.5672
"2004-12-06",0.5664,0.1213,0.0273,0.5664,0.5664
"2004-12-07",0.5676,0.1234,0.0167,0.5676,0.5676
"2004-12-08",0.5684,0.134,0.0114,0.5684,0.5684
"2004-12-09",0.5684,0.1411,0.0113,0.5684,0.5684
"2004-12-10",0.5725,0.1466,0.0185,0.5725,0.5725
"2004-12-11",0.5723,0.1507,0.0142,0.5723,0.5723
"2004-12-12",0.5748,0.1752,0.0202,0.5748,0.5748
"2004-12-13",0.5742,0.1961,0.0232,0.5742,0.5742
"2004-12-14",0.5791,0.2103,0.0257,0.5791,0.5791
"2004-12-15",0.5813,0.2352,0.0305,0.5813,0.5813
"2004-12-16",0.585,0.2481,0.028,0.585,0.585
"2004-12-17",0.5881,0.2569,0.0323,0.5881,0.5881
"2004-12-18",0.5907,0.2676,0.0204,0.5907,0.5907
"2004-12-19",0.5951,0.2738,0.0181,0.5951,0.5951
"2004-12-20",0.5955,0.2658,0.0101,0.5955,0.5955
"2004-12-21",0.6,0.2668,0.0081,0.6,0.6
"2004-12-22",0.6017,0.2699,-0.0066,0.6017,0.6017
"2004-12-23",0.6037,0.2657,-0.0118,0.6037,0.6037
"2004-12-24",0.6046,0.2623,-0.0195,0.6046,0.6046
"2004-12-25",0.6076,0.2461,-0.0277,0.6076,0.6076
"2004-12-26",0.6102,0.2338,-0.0358,0.6102,0.6102
"2004-12-27",0.6103,0.2114,-0.0407,0.6103,0.6103
"2004-12-28",0.6112,0.1805,-0.0407,0.6112,0.6112
"2004-12-29",0.6141,0.1747,-0.0277,0.6141,0.6141
"2004-12-30",0.6176,0.1477,-0.0119,0.6176,0.6176
"2004-12-31",0.6231,0.1429,0.0082,0.6231,0.6231
"2005-01-01",0.6286,0.1287,0.0263,0.6286,0.6286
"2005-01-02",0.6329,0.1014,0.0331,0.6329,0.6329
"2005-01-03",0.6393,0.0924,0.0374,0.6393,0.6393
"2005-01-04",0.6411,0.1019,0.0342,0.6411,0.6411
"2005-01-05",0.646,0.1011,0.0354,0.646,0.646
"2005-01-06",0.6483,0.099,0.0365,0.6483,0.6483
"2005-01-07",0.6518,0.1048,0.0196,0.6518,0.6518
"2005-01-08",0.6585,0.1,0.0139,0.6585,0.6585
"2005-01-09",0.6625,0.092,0.0105,0.6625,0.6625
"2005-01-10",0.666,0.0934,0.0058,0.666,0.666
"2005-01-11",0.6678,0.0859,-0.0059,0.6678,0.6678
"2005-01-12",0.6713,0.0784,-0.0127,0.6713,0.6713
"2005-01-13",0.6736,0.0657,-0.0234,0.6736,0.6736
"2005-01-14",0.6753,0.0464,-0.0316,0.6753,0.6753
"2005-01-15",0.6784,0.0239,-0.0373,0.6784,0.6784
"2005-01-16",0.6797,0.0028,-0.045,0.6797,0.6797
"2005-01-17",0.6812,-0.0146,-0.0415,0.6812,0.6812
"2005-01-18",0.6845,-0.0281,-0.0451,0.6845,0.6845
"2005-01-19",0.6863,-0.0555,-0.0467,0.6863,0.6863
"2005-01-20",0.6854,-0.0594,-0.0543,0.6854,0.6854
"2005-01-21",0.6846,-0.0752,-0.0507,0.6846,0.6846
"2005-01-22",0.6854,-0.0856,-0.0429,0.6854,0.6854
"2005-01-23",0.6858,-0.1007,-0.0403,0.6858,0.6858
"2005-01-24",0.6861,-0.1154,-0.0376,0.6861,0.6861
"2005-01-25",0.6857,-0.1327,-0.0325,0.6857,0.6857
"2005-01-26",0.6865,-0.1381,-0.0158,0.6865,0.6865
"2005-01-27",0.6866,-0.1518,-0.0146,0.6866,0.6866
"2005-01-28",0.6886,-0.165,0.0089,0.6886,0.6886
"2005-01-29",0.6898,-0.1801,0.0202,0.6898,0.6898
"2005-01-30",0.6911,-0.1921,0.0384,0.6911,0.6911
"2005-01-31",0.6949,-0.2002,0.0486,0.6949,0.6949
"2005-02-01",0.6951,-0.2073,0.0671,0.6951,0.6951
"2005-02-02",0.6994,-0.2162,0.0764,0.6994,0.6994
"2005-02-03",0.7023,-0.2119,0.0674,0.7023,0.7023
"2005-02-04",0.7043,-0.2305,0.0732,0.7043,0.7043
"2005-02-05",0.7054,-0.2328,0.0726,0.7054,0.7054
"2005-02-06",0.7052,-0.2242,0.0701,0.7052,0.7052
"2005-02-07",0.6998,-0.2188,0.0845,0.6998,0.6998
"2005-02-08",0.6997,-0.2233,0.0848,0.6997,0.6997
"2005-02-09",0.7019,-0.2147,0.0898,0.7019,0.7019
"2005-02-10",0.7051,-0.234,0.0965,0.7051,0.7051
"2005-02-11",0.7102,-0.2293,0.1123,0.7102,0.7102
"2005-02-12",0.7135,-0.2423,0.112,0.7135,0.7135
"2005-02-13",0.7164,-0.2504,0.1106,0.7164,0.7164
"2005-02-14",0.7233,-0.2593,0.1304,0.7233,0.7233
"2005-02-15",0.7279,-0.2604,0.1184,0.7279,0.7279
"2005-02-16",0.7326,-0.2478,0.1095,0.7326,0.7326
"2005-02-17",0.7389,-0.2342,0.1081,0.7389,0.7389
"2005-02-18",0.7426,-0.2322,0.0984,0.7426,0.7426
"2005-02-19",0.7505,-0.2151,0.1025,0.7505,0.7505
"2005-02-20",0.753,-0.2159,0.0814,0.753,0.753
"2005-02-21",0.7588,-0.1926,0.0651,0.7588,0.7588
"2005-02-22",0.7632,-0.1635,0.0649,0.7632,0.7632
"2005-02-23",0.7671,-0.1446,0.0619,0.7671,0.7671
"2005-02-24",0.7691,-0.1218,0.0547,0.7691,0.7691
"2005-02-25",0.7708,-0.1153,0.0415,0.7708,0.7708
"2005-02-26",0.7717,-0.1081,0.0402,0.7717,0.7717
"2005-02-27",0.7744,-0.1006,0.0454,0.7744,0.7744
"2005-02-28",0.7754,-0.1051,0.0488,0.7754,0.7754
"2005-03-01",0.776,-0.1115,0.0496,0.776,0.776
"2005-03-02",0.7746,-0.1234,0.0558,0.7746,0.7746
"2005-03-03",0.7722,-0.1304,0.0654,0.7722,0.7722
"2005-03-04",0.7741,-0.138,0.0785,0.7741,0.7741
"2005-03-05",0.774,-0.1466,0.0963,0.774,0.774
"2005-03-06",0.7765,-0.1552,0.1151,0.7765,0.7765
"2005-03-07",0.7761,-0.1657,0.1239,0.7761,0.7761
"2005-03-08",0.7749,-0.1658,0.1445,0.7749,0.7749
"2005-03-09",0.7737,-0.1699,0.1648,0.7737,0.7737
"2005-03-10",0.7789,-0.1874,0.1703,0.7789,0.7789
"2005-03-11",0.7871,-0.189,0.1677,0.7871,0.7871
"2005-03-12",0.7892,-0.2232,0.1616,0.7892,0.7892
"2005-03-13",0.7928,-0.2276,0.149,0.7928,0.7928
"2005-03-14",0.7943,-0.2463,0.1375,0.7943,0.7943
"2005-03-15",0.7962,-0.247,0.1263,0.7962,0.7962
"2005-03-16",0.7994,-0.2627,0.1282,0.7994,0.7994
"2005-03-17",0.8014,-0.2764,0.0985,0.8014,0.8014
"2005-03-18",0.7997,-0.3007,0.0593,0.7997,0.7997
"2005-03-19",0.7979,-0.3159,0.0468,0.7979,0.7979
"2005-03-20",0.7959,-0.3386,0.0189,0.7959,0.7959
"2005-03-21",0.7947,-0.3511,-0.0026,0.7947,0.7947
"2005-03-22",0.7934,-0.3739,-0.027,0.7934,0.7934
"2005-03-23",0.7912,-0.3775,-0.0516,0.7912,0.7912
"2005-03-24",0.7892,-0.3759,-0.0595,0.7892,0.7892
"2005-03-25",0.7845,-0.3673,-0.0755,0.7845,0.7845
"2005-03-26",0.7814,-0.3582,-0.0977,0.7814,0.7814
"2005-03-27",0.7806,-0.35,-0.0932,0.7806,0.7806
"2005-03-28",0.7777,-0.359,-0.0915,0.7777,0.7777
"2005-03-29",0.7757,-0.3573,-0.0939,0.7757,0.7757
"2005-03-30",0.7748,-0.3497,-0.0883,0.7748,0.7748
"2005-03-31",0.7719,-0.3479,-0.0729,0.7719,0.7719
"2005-04-01",0.7691,-0.3452,-0.0708,0.7691,0.7691
"2005-04-02",0.7674,-0.333,-0.0649,0.7674,0.7674
"2005-04-03",0.7675,-0.3218,-0.0565,0.7675,0.7675
"2005-04-04",0.7688,-0.308,-0.0308,0.7688,0.7688
"2005-04-05",0.768,-0.2826,-0.0258,0.768,0.768
"2005-04-06",0.7659,-0.2624,-0.0243,0.7659,0.7659
"2005-04-07",0.7659,-0.2486,-0.0083,0.7659,0.7659
"2005-04-08",0.7681,-0.2415,0.0053,0.7681,0.7681
"2005-04-09",0.7692,-0.2411,0.0255,0.7692,0.7692
"2005-04-10",0.7736,-0.24,0.059,0.7736,0.7736
"2005-04-11",0.7743,-0.2289,0.0767,0.7743,0.7743
"2005-04-12",0.776,-0.2185,0.0995,0.776,0.776
"2005-04-13",0.7827,-0.2207,0.1183,0.7827,0.7827
"2005-04-14",0.7923,-0.2388,0.1317,0.7923,0.7923
"2005-04-15",0.7997,-0.2409,0.1504,0.7997,0.7997
"2005-04-16",0.8057,-0.2596,0.1618,0.8057,0.8057
"2005-04-17",0.8148,-0.2928,0.1694,0.8148,0.8148
"2005-04-18",0.8247,-0.3015,0.1521,0.8247,0.8247
"2005-04-19",0.8331,-0.3328,0.1434,0.8331,0.8331
"2005-04-20",0.8382,-0.3531,0.144,0.8382,0.8382
"2005-04-21",0.8454,-0.3778,0.1262,0.8454,0.8454
"2005-04-22",0.8513,-0.399,0.1055,0.8513,0.8513
"2005-04-23",0.8598,-0.4219,0.0786,0.8598,0.8598
"2005-04-24",0.8615,-0.4506,0.0514,0.8615,0.8615
"2005-04-25",0.8624,-0.4674,0.0329,0.8624,0.8624
"2005-04-26",0.8633,-0.4846,0.007,0.8633,0.8633
"2005-04-27",0.8619,-0.4821,-0.0146,0.8619,0.8619
"2005-04-28",0.8605,-0.5021,-0.0278,0.8605,0.8605
"2005-04-29",0.8528,-0.4859,-0.0394,0.8528,0.8528
"2005-04-30",0.8503,-0.4885,-0.0451,0.8503,0.8503
"2005-05-01",0.8443,-0.4844,-0.0571,0.8443,0.8443
"2005-05-02",0.8401,-0.4864,-0.0775,0.8401,0.8401
"2005-05-03",0.8351,-0.4733,-0.088,0.8351,0.8351
"2005-05-04",0.8309,-0.458,-0.0833,0.8309,0.8309
"2005-05-05",0.8283,-0.45,-0.0932,0.8283,0.8283
"2005-05-06",0.8235,-0.4371,-0.104,0.8235,0.8235
"2005-05-07",0.8195,-0.4384,-0.1199,0.8195,0.8195
"2005-05-08",0.8181,-0.4216,-0.1363,0.8181,0.8181
"2005-05-09",0.8133,-0.4075,-0.1422,0.8133,0.8133
"2005-05-10",0.8092,-0.4011,-0.1469,0.8092,0.8092
"2005-05-11",0.8043,-0.3721,-0.1499,0.8043,0.8043
"2005-05-12",0.7971,-0.3569,-0.1683,0.7971,0.7971
"2005-05-13",0.7909,-0.3491,-0.171,0.7909,0.7909
"2005-05-14",0.7855,-0.3328,-0.1656,0.7855,0.7855
"2005-05-15",0.7789,-0.3147,-0.146,0.7789,0.7789
"2005-05-16",0.7719,-0.3059,-0.1332,0.7719,0.7719
"2005-05-17",0.765,-0.2866,-0.1002,0.765,0.765
"2005-05-18",0.7596,-0.2667,-0.0689,0.7596,0.7596
"2005-05-19",0.7581,-0.2622,-0.043,0.7581,0.7581
"2005-05-20",0.7558,-0.2532,-0.0152,0.7558,0.7558
"2005-05-21",0.7535,-0.2418,0.0183,0.7535,0.7535
"2005-05-22",0.7518,-0.2186,0.0506,0.7518,0.7518
"2005-05-23",0.7497,-0.1947,0.0813,0.7497,0.7497
"2005-05-24",0.7515,-0.1821,0.1133,0.7515,0.7515
"2005-05-25",0.751,-0.1718,0.1529,0.751,0.751
"2005-05-26",0.7522,-0.1594,0.1752,0.7522,0.7522
"2005-05-27",0.7515,-0.1266,0.2222,0.7515,0.7515
"2005-05-28",0.7548,-0.1218,0.256,0.7548,0.7548
"2005-05-29",0.7606,-0.1001,0.2673,0.7606,0.7606
"2005-05-30",0.7676,-0.0907,0.3149,0.7676,0.7676
"2005-05-31",0.775,-0.0817,0.3208,0.775,0.775
"2005-06-01",0.7817,-0.0582,0.3249,0.7817,0.7817
"2005-06-02",0.7912,-0.0299,0.3329,0.7912,0.7912
"2005-06-03",0.7985,-0.0236,0.3328,0.7985,0.7985
"2005-06-04",0.804,-2e-04,0.3275,0.804,0.804
"2005-06-05",0.8129,0.0165,0.3035,0.8129,0.8129
"2005-06-06",0.8169,0.0296,0.2802,0.8169,0.8169
"2005-06-07",0.8238,0.0364,0.2472,0.8238,0.8238
"2005-06-08",0.828,0.0408,0.2225,0.828,0.828
"2005-06-09",0.8324,0.0378,0.1872,0.8324,0.8324
"2005-06-10",0.8348,0.0279,0.151,0.8348,0.8348
"2005-06-11",0.8362,0.0042,0.1005,0.8362,0.8362
"2005-06-12",0.8379,-0.0206,0.0687,0.8379,0.8379
"2005-06-13",0.8371,-0.0431,0.0317,0.8371,0.8371
"2005-06-14",0.8336,-0.0646,-0.0067,0.8336,0.8336
